# Copyright (C) 1991-2015 Altera Corporation. All rights reserved.
# Your use of Altera Corporation's design tools, logic functions 
# and other software and tools, and its AMPP partner logic 
# functions, and any output files from any of the foregoing 
# (including device programming or simulation files), and any 
# associated documentation or information are expressly subject 
# to the terms and conditions of the Altera Program License 
# Subscription Agreement, the Altera Quartus II License Agreement,
# the Altera MegaCore Function License Agreement, or other 
# applicable license agreement, including, without limitation, 
# that your use is for the sole purpose of programming logic 
# devices manufactured by Altera and sold by Altera or its 
# authorized distributors.  Please refer to the applicable 
# agreement for further details.

# Quartus II 64-Bit Version 15.0.0 Build 145 04/22/2015 SJ Web Edition
# File: C:\Courses\Cpen 391\Systems - ARM and NIOS\DE1\ARM_DE1Soc\verilog\DE1_SoC_Computer.csv
# Generated on: Wed Nov 23 11:19:29 2016

# Note: The column header names should not be changed if you wish to import this .csv file into the Quartus II software.

To,Direction,Location,I/O Bank,VREF Group,I/O Standard,Reserved,Current Strength,Slew Rate,Differential Pair,Transceiver Analog Settings Protocol,VCCR_GXB/VCCT_GXB Voltage,Transceiver I/O Pin Termination,Transceiver Dedicated Refclk Pin Termination,Transmitter Common Mode Driver Voltage,Transmitter Slew Rate Control,Transmitter Differential Output Voltage,Receiver Buffer Common Mode Voltage,Strict Preservation
HPS_ENET_RX_DATA[2],Input,,,,3.3-V LVTTL,,,,,,,,,,,,,
HPS_ENET_RX_DATA[1],Input,,,,3.3-V LVTTL,,,,,,,,,,,,,
HPS_ENET_RX_DATA[0],Input,,,,3.3-V LVTTL,,,,,,,,,,,,,
HPS_ENET_RX_DV,Input,,,,3.3-V LVTTL,,,,,,,,,,,,,
HPS_ENET_TX_DATA[3],Output,,,,3.3-V LVTTL,,,,,,,,,,,,,
HPS_ENET_TX_DATA[2],Output,,,,3.3-V LVTTL,,,,,,,,,,,,,
HPS_ENET_TX_DATA[1],Output,,,,3.3-V LVTTL,,,,,,,,,,,,,
HPS_ENET_TX_DATA[0],Output,,,,3.3-V LVTTL,,,,,,,,,,,,,
HPS_ENET_TX_EN,Output,,,,3.3-V LVTTL,,,,,,,,,,,,,
HPS_FLASH_DATA[3],Bidir,,,,3.3-V LVTTL,,,,,,,,,,,,,
HPS_FLASH_DATA[2],Bidir,,,,3.3-V LVTTL,,,,,,,,,,,,,
HPS_FLASH_DATA[1],Bidir,,,,3.3-V LVTTL,,,,,,,,,,,,,
HPS_FLASH_DATA[0],Bidir,,,,3.3-V LVTTL,,,,,,,,,,,,,
HPS_FLASH_DCLK,Output,,,,3.3-V LVTTL,,,,,,,,,,,,,
HPS_FLASH_NCSO,Output,,,,3.3-V LVTTL,,,,,,,,,,,,,
HPS_GPIO[1],Bidir,,,,3.3-V LVTTL,,,,,,,,,,,,,
HPS_GPIO[0],Bidir,,,,3.3-V LVTTL,,,,,,,,,,,,,
HPS_GSENSOR_INT,Bidir,,,,3.3-V LVTTL,,,,,,,,,,,,,
HPS_I2C1_SCLK,Bidir,,,,3.3-V LVTTL,,,,,,,,,,,,,
HPS_I2C1_SDAT,Bidir,,,,3.3-V LVTTL,,,,,,,,,,,,,
HPS_I2C2_SCLK,Bidir,,,,3.3-V LVTTL,,,,,,,,,,,,,
HPS_I2C2_SDAT,Bidir,,,,3.3-V LVTTL,,,,,,,,,,,,,
HPS_I2C_CONTROL,Bidir,,,,3.3-V LVTTL,,,,,,,,,,,,,
HPS_KEY,Bidir,,,,3.3-V LVTTL,,,,,,,,,,,,,
HPS_LED,Bidir,,,,3.3-V LVTTL,,,,,,,,,,,,,
HPS_SD_CLK,Output,,,,3.3-V LVTTL,,,,,,,,,,,,,
HPS_SD_CMD,Bidir,,,,3.3-V LVTTL,,,,,,,,,,,,,
HPS_SD_DATA[3],Bidir,,,,3.3-V LVTTL,,,,,,,,,,,,,
HPS_SD_DATA[2],Bidir,,,,3.3-V LVTTL,,,,,,,,,,,,,
HPS_SD_DATA[1],Bidir,,,,3.3-V LVTTL,,,,,,,,,,,,,
HPS_SD_DATA[0],Bidir,,,,3.3-V LVTTL,,,,,,,,,,,,,
HPS_SPIM_CLK,Output,,,,3.3-V LVTTL,,,,,,,,,,,,,
HPS_SPIM_MISO,Input,,,,3.3-V LVTTL,,,,,,,,,,,,,
HPS_SPIM_MOSI,Output,,,,3.3-V LVTTL,,,,,,,,,,,,,
HPS_SPIM_SS,Bidir,,,,3.3-V LVTTL,,,,,,,,,,,,,
HPS_UART_RX,Input,,,,3.3-V LVTTL,,,,,,,,,,,,,
HPS_UART_TX,Output,,,,3.3-V LVTTL,,,,,,,,,,,,,
HPS_USB_CLKOUT,Input,,,,3.3-V LVTTL,,,,,,,,,,,,,
HPS_USB_DATA[7],Bidir,,,,3.3-V LVTTL,,,,,,,,,,,,,
HPS_USB_DATA[6],Bidir,,,,3.3-V LVTTL,,,,,,,,,,,,,
HPS_USB_DATA[5],Bidir,,,,3.3-V LVTTL,,,,,,,,,,,,,
HPS_USB_DATA[4],Bidir,,,,3.3-V LVTTL,,,,,,,,,,,,,
HPS_USB_DATA[3],Bidir,,,,3.3-V LVTTL,,,,,,,,,,,,,
HPS_USB_DATA[2],Bidir,,,,3.3-V LVTTL,,,,,,,,,,,,,
HPS_USB_DATA[1],Bidir,,,,3.3-V LVTTL,,,,,,,,,,,,,
HPS_USB_DATA[0],Bidir,,,,3.3-V LVTTL,,,,,,,,,,,,,
HPS_USB_DIR,Input,,,,3.3-V LVTTL,,,,,,,,,,,,,
HPS_USB_NXT,Input,,,,3.3-V LVTTL,,,,,,,,,,,,,
HPS_USB_STP,Output,,,,3.3-V LVTTL,,,,,,,,,,,,,
KEY[3],Input,PIN_Y16,3B,B3B_N0,3.3-V LVTTL,,,,,,,,,,,,,
KEY[2],Input,PIN_W15,3B,B3B_N0,3.3-V LVTTL,,,,,,,,,,,,,
KEY[1],Input,PIN_AA15,3B,B3B_N0,3.3-V LVTTL,,,,,,,,,,,,,
KEY[0],Input,PIN_AA14,3B,B3B_N0,3.3-V LVTTL,,,,,,,,,,,,,
LEDR[9],Output,PIN_Y21,5A,B5A_N0,3.3-V LVTTL,,,,,,,,,,,,,
LEDR[8],Output,PIN_W21,5A,B5A_N0,3.3-V LVTTL,,,,,,,,,,,,,
LEDR[7],Output,PIN_W20,5A,B5A_N0,3.3-V LVTTL,,,,,,,,,,,,,
LEDR[6],Output,PIN_Y19,4A,B4A_N0,3.3-V LVTTL,,,,,,,,,,,,,
LEDR[5],Output,PIN_W19,4A,B4A_N0,3.3-V LVTTL,,,,,,,,,,,,,
LEDR[4],Output,PIN_W17,4A,B4A_N0,3.3-V LVTTL,,,,,,,,,,,,,
LEDR[3],Output,PIN_V18,4A,B4A_N0,3.3-V LVTTL,,,,,,,,,,,,,
LEDR[2],Output,PIN_V17,4A,B4A_N0,3.3-V LVTTL,,,,,,,,,,,,,
LEDR[1],Output,PIN_W16,4A,B4A_N0,3.3-V LVTTL,,,,,,,,,,,,,
LEDR[0],Output,PIN_V16,4A,B4A_N0,3.3-V LVTTL,,,,,,,,,,,,,
SW[9],Input,PIN_AE12,3A,B3A_N0,3.3-V LVTTL,,,,,,,,,,,,,
SW[8],Input,PIN_AD10,3A,B3A_N0,3.3-V LVTTL,,,,,,,,,,,,,
SW[7],Input,PIN_AC9,3A,B3A_N0,3.3-V LVTTL,,,,,,,,,,,,,
SW[6],Input,PIN_AE11,3A,B3A_N0,3.3-V LVTTL,,,,,,,,,,,,,
SW[5],Input,PIN_AD12,3A,B3A_N0,3.3-V LVTTL,,,,,,,,,,,,,
SW[4],Input,PIN_AD11,3A,B3A_N0,3.3-V LVTTL,,,,,,,,,,,,,
SW[3],Input,PIN_AF10,3A,B3A_N0,3.3-V LVTTL,,,,,,,,,,,,,
SW[2],Input,PIN_AF9,3A,B3A_N0,3.3-V LVTTL,,,,,,,,,,,,,
SW[1],Input,PIN_AC12,3A,B3A_N0,3.3-V LVTTL,,,,,,,,,,,,,
SW[0],Input,PIN_AB12,3A,B3A_N0,3.3-V LVTTL,,,,,,,,,,,,,
VGA_B[7],Output,PIN_J14,8A,B8A_N0,3.3-V LVTTL,,,,,,,,,,,,,
VGA_B[6],Output,PIN_G15,8A,B8A_N0,3.3-V LVTTL,,,,,,,,,,,,,
VGA_B[5],Output,PIN_F15,8A,B8A_N0,3.3-V LVTTL,,,,,,,,,,,,,
VGA_B[4],Output,PIN_H14,8A,B8A_N0,3.3-V LVTTL,,,,,,,,,,,,,
VGA_B[3],Output,PIN_F14,8A,B8A_N0,3.3-V LVTTL,,,,,,,,,,,,,
VGA_B[2],Output,PIN_H13,8A,B8A_N0,3.3-V LVTTL,,,,,,,,,,,,,
VGA_B[1],Output,PIN_G13,8A,B8A_N0,3.3-V LVTTL,,,,,,,,,,,,,
VGA_B[0],Output,PIN_B13,8A,B8A_N0,3.3-V LVTTL,,,,,,,,,,,,,
VGA_BLANK_N,Output,PIN_F10,8A,B8A_N0,3.3-V LVTTL,,,,,,,,,,,,,
VGA_CLK,Output,PIN_A11,8A,B8A_N0,3.3-V LVTTL,,,,,,,,,,,,,
VGA_G[7],Output,PIN_E11,8A,B8A_N0,3.3-V LVTTL,,,,,,,,,,,,,
VGA_G[6],Output,PIN_F11,8A,B8A_N0,3.3-V LVTTL,,,,,,,,,,,,,
VGA_G[5],Output,PIN_G12,8A,B8A_N0,3.3-V LVTTL,,,,,,,,,,,,,
VGA_G[4],Output,PIN_G11,8A,B8A_N0,3.3-V LVTTL,,,,,,,,,,,,,
VGA_G[3],Output,PIN_G10,8A,B8A_N0,3.3-V LVTTL,,,,,,,,,,,,,
VGA_G[2],Output,PIN_H12,8A,B8A_N0,3.3-V LVTTL,,,,,,,,,,,,,
VGA_G[1],Output,PIN_J10,8A,B8A_N0,3.3-V LVTTL,,,,,,,,,,,,,
VGA_G[0],Output,PIN_J9,8A,B8A_N0,3.3-V LVTTL,,,,,,,,,,,,,
VGA_HS,Output,PIN_B11,8A,B8A_N0,3.3-V LVTTL,,,,,,,,,,,,,
VGA_R[7],Output,PIN_F13,8A,B8A_N0,3.3-V LVTTL,,,,,,,,,,,,,
VGA_R[6],Output,PIN_E12,8A,B8A_N0,3.3-V LVTTL,,,,,,,,,,,,,
VGA_R[5],Output,PIN_D12,8A,B8A_N0,3.3-V LVTTL,,,,,,,,,,,,,
VGA_R[4],Output,PIN_C12,8A,B8A_N0,3.3-V LVTTL,,,,,,,,,,,,,
VGA_R[3],Output,PIN_B12,8A,B8A_N0,3.3-V LVTTL,,,,,,,,,,,,,
VGA_R[2],Output,PIN_E13,8A,B8A_N0,3.3-V LVTTL,,,,,,,,,,,,,
VGA_R[1],Output,PIN_C13,8A,B8A_N0,3.3-V LVTTL,,,,,,,,,,,,,
VGA_R[0],Output,PIN_A13,8A,B8A_N0,3.3-V LVTTL,,,,,,,,,,,,,
VGA_SYNC_N,Output,PIN_C10,8A,B8A_N0,3.3-V LVTTL,,,,,,,,,,,,,
VGA_VS,Output,PIN_D11,8A,B8A_N0,3.3-V LVTTL,,,,,,,,,,,,,
ADC_CS_N,Unknown,PIN_AJ4,3B,B3B_N0,3.3-V LVTTL,,,,,,,,,,,,,
ADC_DIN,Unknown,PIN_AK4,3B,B3B_N0,3.3-V LVTTL,,,,,,,,,,,,,
ADC_DOUT,Unknown,PIN_AK3,3B,B3B_N0,3.3-V LVTTL,,,,,,,,,,,,,
ADC_SCLK,Unknown,PIN_AK2,3B,B3B_N0,3.3-V LVTTL,,,,,,,,,,,,,
AUD_ADCDAT,Unknown,PIN_K7,8A,B8A_N0,3.3-V LVTTL,,,,,,,,,,,,,
AUD_ADCLRCK,Unknown,PIN_K8,8A,B8A_N0,3.3-V LVTTL,,,,,,,,,,,,,
AUD_BCLK,Unknown,PIN_H7,8A,B8A_N0,3.3-V LVTTL,,,,,,,,,,,,,
AUD_DACDAT,Unknown,PIN_J7,8A,B8A_N0,3.3-V LVTTL,,,,,,,,,,,,,
AUD_DACLRCK,Unknown,PIN_H8,8A,B8A_N0,3.3-V LVTTL,,,,,,,,,,,,,
AUD_XCK,Unknown,PIN_G7,8A,B8A_N0,3.3-V LVTTL,,,,,,,,,,,,,
FAN_CTRL,Unknown,PIN_AA12,3A,B3A_N0,3.3-V LVTTL,,,,,,,,,,,,,
FPGA_I2C_SCLK,Unknown,PIN_J12,8A,B8A_N0,3.3-V LVTTL,,,,,,,,,,,,,
FPGA_I2C_SDAT,Unknown,PIN_K12,8A,B8A_N0,3.3-V LVTTL,,,,,,,,,,,,,
IRDA_RXD,Unknown,PIN_AA30,5B,B5B_N0,3.3-V LVTTL,,,,,,,,,,,,,
IRDA_TXD,Unknown,PIN_AB30,5B,B5B_N0,3.3-V LVTTL,,,,,,,,,,,,,
PS2_CLK,Unknown,PIN_AD7,3A,B3A_N0,3.3-V LVTTL,,,,,,,,,,,,,
PS2_DAT,Unknown,PIN_AE7,3A,B3A_N0,3.3-V LVTTL,,,,,,,,,,,,,
PS2_CLK2,Unknown,PIN_AD9,3A,B3A_N0,3.3-V LVTTL,,,,,,,,,,,,,
PS2_DAT2,Unknown,PIN_AE9,3A,B3A_N0,3.3-V LVTTL,,,,,,,,,,,,,
TD_CLK27,Unknown,PIN_H15,8A,B8A_N0,3.3-V LVTTL,,,,,,,,,,,,,
TD_DATA[0],Unknown,PIN_D2,8A,B8A_N0,3.3-V LVTTL,,,,,,,,,,,,,
TD_DATA[1],Unknown,PIN_B1,8A,B8A_N0,3.3-V LVTTL,,,,,,,,,,,,,
TD_DATA[2],Unknown,PIN_E2,8A,B8A_N0,3.3-V LVTTL,,,,,,,,,,,,,
TD_DATA[3],Unknown,PIN_B2,8A,B8A_N0,3.3-V LVTTL,,,,,,,,,,,,,
TD_DATA[4],Unknown,PIN_D1,8A,B8A_N0,3.3-V LVTTL,,,,,,,,,,,,,
TD_DATA[5],Unknown,PIN_E1,8A,B8A_N0,3.3-V LVTTL,,,,,,,,,,,,,
TD_DATA[6],Unknown,PIN_C2,8A,B8A_N0,3.3-V LVTTL,,,,,,,,,,,,,
TD_DATA[7],Unknown,PIN_B3,8A,B8A_N0,3.3-V LVTTL,,,,,,,,,,,,,
TD_HS,Unknown,PIN_A5,8A,B8A_N0,3.3-V LVTTL,,,,,,,,,,,,,
TD_RESET_N,Unknown,PIN_F6,8A,B8A_N0,3.3-V LVTTL,,,,,,,,,,,,,
TD_VS,Unknown,PIN_A3,8A,B8A_N0,3.3-V LVTTL,,,,,,,,,,,,,
USB_B2_CLK,Unknown,PIN_AF4,3A,B3A_N0,3.3-V LVTTL,,,,,,,,,,,,,
USB_B2_DATA[0],Unknown,PIN_AH4,3A,B3A_N0,3.3-V LVTTL,,,,,,,,,,,,,
USB_B2_DATA[1],Unknown,PIN_AH3,3A,B3A_N0,3.3-V LVTTL,,,,,,,,,,,,,
USB_B2_DATA[2],Unknown,PIN_AJ2,3A,B3A_N0,3.3-V LVTTL,,,,,,,,,,,,,
USB_B2_DATA[3],Unknown,PIN_AJ1,3A,B3A_N0,3.3-V LVTTL,,,,,,,,,,,,,
USB_B2_DATA[4],Unknown,PIN_AH2,3A,B3A_N0,3.3-V LVTTL,,,,,,,,,,,,,
USB_B2_DATA[5],Unknown,PIN_AG3,3A,B3A_N0,3.3-V LVTTL,,,,,,,,,,,,,
USB_B2_DATA[6],Unknown,PIN_AG2,3A,B3A_N0,3.3-V LVTTL,,,,,,,,,,,,,
USB_B2_DATA[7],Unknown,PIN_AG1,3A,B3A_N0,3.3-V LVTTL,,,,,,,,,,,,,
USB_EMPTY,Unknown,PIN_AF5,3A,B3A_N0,3.3-V LVTTL,,,,,,,,,,,,,
USB_FULL,Unknown,PIN_AG5,3A,B3A_N0,3.3-V LVTTL,,,,,,,,,,,,,
USB_OE_N,Unknown,PIN_AF6,3A,B3A_N0,3.3-V LVTTL,,,,,,,,,,,,,
USB_RD_N,Unknown,PIN_AG6,3A,B3A_N0,3.3-V LVTTL,,,,,,,,,,,,,
USB_RESET_N,Unknown,PIN_AG7,3A,B3A_N0,3.3-V LVTTL,,,,,,,,,,,,,
USB_SCL,Unknown,PIN_AG8,3A,B3A_N0,3.3-V LVTTL,,,,,,,,,,,,,
USB_SDA,Unknown,PIN_AF8,3A,B3A_N0,3.3-V LVTTL,,,,,,,,,,,,,
USB_WR_N,Unknown,PIN_AH5,3A,B3A_N0,3.3-V LVTTL,,,,,,,,,,,,,
HPS_LTC_GPIO,Unknown,,,,3.3-V LVTTL,,,,,,,,,,,,,
VGA_*,Unknown,,,,,,Minimum Current,,,,,,,,,,,
